Weights
[0.05476523 0.94523477]
[-0.4705959  1.4705959]
[-1.97257757  2.97257757]
[ 1.12335286 -0.12335286]
[0.93819506 0.06180494]
[0.96307571 0.03692429]
[-23.6673762  24.6673762]
[ 1.04154187 -0.04154187]
[ 1.09293133 -0.09293133]
[ 1.35469181 -0.35469181]
