Weights
[-0.07006296  1.07006296]
[-0.03988068  1.03988068]
[0.51733198 0.48266802]
[0.31904694 0.68095306]
[0.05750394 0.94249606]
[ 1.89136846 -0.89136846]
[-0.0526389  1.0526389]
[ 2.12919721 -1.12919721]
[0.13163459 0.86836541]
[-0.12144617  1.12144617]
[9.99955045e-01 4.49552722e-05]
