Weights
[-0.0694555  1.0694555]
[-0.02503817  1.02503817]
[ 1.15987642 -0.15987642]
[-0.6727474  1.6727474]
[ 3.67393074 -2.67393074]
[-0.04289824  1.04289824]
[0.12592848 0.87407152]
[0.84904611 0.15095389]
[-0.06849531  1.06849531]
[-3.72803174  4.72803174]
[ 1.03566112 -0.03566112]
[1. 0.]
[0.17795128 0.82204872]
[1. 0.]
