Weights
[-0.02849833  1.02849833]
[ 1.10378471 -0.10378471]
[0.31726395 0.68273605]
[0.95866227 0.04133773]
[0.22269468 0.77730532]
[ 2.17311662 -1.17311662]
[0.35635149 0.64364851]
[-0.4132559  1.4132559]
[ 1.96658185 -0.96658185]
[-0.40637146  1.40637146]
