Weights
[-0.07613748  1.07613748]
[ 1.58141083 -0.58141083]
[0.07009832 0.92990168]
[-0.73542694  1.73542694]
[ 1.3439129 -0.3439129]
[0.48927832 0.51072168]
[0.08694741 0.91305259]
[-0.03916602  1.03916602]
[ 1.19194279 -0.19194279]
[-0.07036847  1.07036847]
[0.81103258 0.18896742]
[-0.16388102  1.16388102]
[0.12931733 0.87068267]
[0.59711338 0.40288662]
[ 1.35078201 -0.35078201]
