delta
1680.1993954283798
1216.7494457998573
3841.658230652167
106.0696211072227
3095.881292214259
67.14076703108185
484.36198996630264
13.735897299027783
205.47879049844232
13.979521040258987
192.33040750614964
2450.805053870954
202.87007275109136
293.8553545585273
55.2266123988411
42.00448637262889
69.09201211639447
29.926359784516535
279.4949502547206
124.03435179417284
76.3080108096583
58.41698696516687
66.11494831765594
46.195432820335554
49.43902380230793
52.315802907607576
3455.782264578531
234.19181132015
2778.6203031987607
125.23853285881705
-27.392382722402544
-13.222803106233187
-66.38439906366693
4336.4975635132
1670.8622092708974
165.1770046260135
1087.603282264885
65.04098883707775
480.6454004222178
1168.95972620284
3545.2202058123075
68.94838118734333
763.1716814530082
551.5434275098669
1212.2662467366463
711.4078222539902
130.90473012966686
251.52532127037557
96.1530409699626
-1.4884337551920908
927.0028151145962
52.43558817602752
248.5624570515938
76.63669543693686
172.37122289940453
4882.161611537369
387.0125301805383
373.6976629034252
1673.4954644096215
33.219816699885996
793.1034358674078
86.15962540794862
110.18392835467967
25.719636737652763
1665.521581710891
271.2643351620718
4427.869138788767
414.9861581665464
153.35748968581902
797.6621635058109
49.84047742962139
4109.421360359469
5574.470910354736
2942.523021747518
173.4780960212811
774.5437830648589
266.09053436122485
7515.127284374219
2763.87566976744
11897.873106141225
