E_ele,M_ele
0.1422785630317531,0.012195121949732303
0.13684906026270216,0.012195121949732303
0.14228970521684123,0.012345679010821523
0.1230329715541809,0.012195121949732303
0.1779907362750564,0.012195121949732303
0.1422791479279399,0.012195121949732303
0.12303287588488118,0.012345679010821523
0.1779904965164219,0.012195121949732303
0.0123247378783728,0.012195121949732303
0.010901371505129726,0.012195121949732303
0.01232667763456396,0.012195121949732303
0.03314193492518325,0.012195121949732303
0.010901822249489707,0.012195121949732303
0.012327005334414963,0.012195121949732303
0.2495140231203829,0.012195121949732303
0.012826498809662697,0.012195121949732303
0.17287501498460453,0.012195121949732303
0.24946220826320092,0.012195121949732303
0.11865615523408146,0.013157894735110804
0.17799156478398537,0.012195121949732303
0.17287334213522995,0.012195121949732303
0.11989867165928342,0.0124999999984375
0.02013180497066036,0.012345679010821523
0.0035092360447549825,0.013333333331555557
0.01045633169060928,0.013157894735110804
0.006758580770846659,0.012820512818869166
0.0063153713243899534,0.012195121949732303
0.005135449948124731,0.012820512818869166
0.02215007621963378,0.021276595740153916
0.01096500620725585,0.012658227846498959
0.0751797531206542,0.039999999984
0.007553866368455656,0.012345679010821523
0.07990186993676057,0.019607843133410227
0.009377525670494742,0.0124999999984375
0.007751574891165287,0.012345679010821523
0.003317202952488428,0.014925373132100692
0.007751917234295488,0.013513513511687364
0.14706606380257176,0.013157894735110804
0.14032812249165963,0.013333333331555557
0.14713673794582538,0.0
0.04533582654086849,0.014084507040269789
0.04768001808023326,0.03333333332222222
0.006445761395491461,0.1111111109876543
0.021078135207825456,0.012820512818869166
0.005682110533602,0.013888888886959877
0.0070842352658722525,0.03571428570153061
0.005680344607859685,0.045454545433884296
0.01229473625865582,0.06666666662222222
0.009686536929794848,0.012820512818869166
0.013293289239090027,0.0
0.008286646834552339,0.031249999990234374
0.11839124691428797,0.027027027019722424
0.010285269056072511,0.017241379307372177
0.0070736347253927846,0.012987012985326363
0.08249215870258764,0.01428571428367347
0.01339458709029048,0.013513513511687364
0.08249153006147136,0.018518518515089163
0.05560508159051,0.013157894735110804
0.08249169946302427,0.012820512818869166
0.05560638744636974,0.013333333331555557
0.08249285241598489,0.0
0.021677282124219096,0.249999999375
0.010135117341775857,0.9999999900000002
0.021677329094571953,0.3333333322222222
0.010135027564258419,0.0
0.010234935201246138,0.0624999999609375
0.021619616419161592,0.02499999999375
0.010234936201505333,0.024390243896490183
0.01023493758762205,0.022727272722107436
0.021619623685636545,0.09090909082644627
0.01023493898163042,0.015873015870496346
0.010234940156046922,0.03703703702331961
0.021619629920896548,0.027777777770061726
0.010234941463842169,0.013888888886959877
0.021619635127004752,0.09090909082644627
0.03002914662566808,0.017241379307372177
0.020827436552791626,0.0
0.02639526768284266,0.01515151514921947
0.02639533949582052,0.0
0.03459367364190282,0.0
0.029914999671470755,0.02222222221728395
