Weights
[-0.06704226  1.06704226]
[0.10298849 0.89701151]
[0.03942826 0.96057174]
[0.01668537 0.98331463]
[-0.2517655  1.2517655]
[0.1410539 0.8589461]
[0.45658404 0.54341596]
[-0.20527614  1.20527614]
[-1.1164811  2.1164811]
[0.19908437 0.80091563]
