Weights
[-0.04372102  1.04372102]
[ 5.09798728 -4.09798728]
[-0.66153283  1.66153283]
[-0.10573137  1.10573137]
[0.38609833 0.61390167]
[0.40687081 0.59312919]
[ 2.47200903 -1.47200903]
