Weights
[-0.03815061  1.03815061]
[-1.5664318  2.5664318]
[ 1.4083087 -0.4083087]
[-0.0166728  1.0166728]
[-7.82741055  8.82741055]
[ 1.08104324 -0.08104324]
[ 1.00855757 -0.00855757]
