Weights
[-0.0685166  1.0685166]
[0.04800478 0.95199522]
[0.41824325 0.58175675]
[-0.03383948  1.03383948]
[-0.03966903  1.03966903]
[ 2.95657396 -1.95657396]
[-0.28644246  1.28644246]
[ 9.44794394 -8.44794394]
[0.08607365 0.91392635]
[-0.19562686  1.19562686]
[ 1.97749816 -0.97749816]
[-0.05603214  1.05603214]
[0.10854885 0.89145115]
[ 4.89176466 -3.89176466]
