Weights
[-0.03799735  1.03799735]
[0.09994159 0.90005841]
[-0.02037027  1.02037027]
[0.76948096 0.23051904]
[-0.02557516  1.02557516]
[0.77453991 0.22546009]
[0.8758794 0.1241206]
