Weights
[-0.07006296  1.07006296]
[-0.03988068  1.03988068]
[ 3.5905785 -2.5905785]
[-0.03361643  1.03361643]
[-0.11452627  1.11452627]
[0.04195801 0.95804199]
[ 1.00465024 -0.00465024]
[-0.91370313  1.91370313]
[-0.04793383  1.04793383]
[ 1.46449456 -0.46449456]
