time,nb dead,nb package
1000,0,300
2000,0,300
3000,0,300
4000,0,300
5000,1,247
6000,3,200
7000,4,145
8000,5,44
9000,6,44
10000,6,44
11000,7,44
12000,9,44
13000,9,44
14000,10,44
15000,10,44
16000,10,44
17000,11,44
18000,13,43
19000,15,43
20000,19,24
21000,19,24
22000,19,24
23000,20,24
24000,20,24
25000,20,24
26000,20,24
27000,20,24
28000,20,24
29000,22,24
30000,22,24
31000,22,24
32000,23,24
33000,24,24
34000,25,24
35000,26,24
36000,26,24
37000,27,24
38000,27,24
39000,27,24
40000,27,24
41000,27,24
42000,27,24
43000,27,24
44000,27,24
45000,27,24
46000,29,24
47000,29,24
48000,30,24
49000,32,24
50000,35,24
51000,35,24
52000,35,24
53000,35,24
54000,35,24
55000,36,24
56000,37,24
57000,37,24
58000,37,24
59000,38,24
60000,38,24
61000,38,24
62000,38,24
63000,38,24
64000,39,24
65000,39,24
66000,39,24
67000,39,24
68000,39,24
69000,39,24
70000,40,24
71000,40,24
72000,40,24
73000,40,24
74000,40,24
75000,40,24
76000,40,24
77000,40,24
78000,40,24
79000,40,24
80000,40,24
81000,41,24
82000,42,24
83000,42,24
84000,42,24
85000,42,24
86000,42,24
87000,43,24
88000,43,24
89000,43,24
90000,43,24
91000,43,24
92000,43,24
93000,44,24
94000,44,24
95000,44,24
96000,44,24
97000,44,24
98000,45,24
99000,45,24
100000,45,24
101000,45,24
102000,46,24
103000,46,24
104000,46,24
105000,46,24
106000,47,24
107000,47,24
108000,47,24
109000,47,24
110000,48,19
111000,48,19
112000,48,19
113000,48,19
114000,48,19
115000,49,19
116000,50,19
117000,50,19
118000,50,19
119000,50,19
120000,50,19
121000,51,19
122000,51,19
123000,51,19
124000,51,19
125000,51,19
126000,51,19
127000,52,19
128000,52,19
129000,52,19
130000,52,19
131000,52,19
132000,52,19
133000,52,19
134000,52,19
135000,52,19
136000,52,19
137000,52,19
138000,52,19
139000,52,19
140000,53,19
141000,53,19
142000,53,19
143000,53,19
144000,53,19
145000,53,19
146000,53,19
147000,53,19
148000,54,19
149000,54,19
150000,54,19
151000,54,19
152000,54,19
153000,54,19
154000,54,19
155000,54,19
156000,55,19
157000,55,19
158000,55,19
159000,55,19
160000,55,19
161000,55,19
162000,55,19
163000,56,19
164000,56,19
165000,56,19
166000,56,19
167000,56,19
168000,56,19
169000,56,19
170000,56,19
171000,56,19
172000,56,19
173000,56,19
174000,56,19
175000,56,19
176000,56,19
177000,56,19
178000,56,19
179000,56,19
180000,56,19
181000,56,19
182000,56,19
183000,56,19
184000,56,19
185000,56,19
186000,56,19
187000,56,19
188000,56,19
189000,56,19
190000,56,19
191000,56,19
192000,56,19
193000,56,19
194000,56,19
195000,56,19
196000,56,19
197000,56,19
198000,56,19
199000,56,19
200000,56,19
