Weights
[-0.05157632  1.05157632]
[-0.03002509  1.03002509]
[-3.59037623  4.59037623]
[ 1.05402087 -0.05402087]
[-0.1161957  1.1161957]
[ 2.0103163 -1.0103163]
[ 5.60094937 -4.60094937]
