E_ele,M_ele
0.14230933987981476,0.012195121949732303
0.12305958479574661,0.012195121949732303
0.14230911494506338,0.012195121949732303
0.12305950892400465,0.012195121949732303
0.24955091938999835,0.012195121949732303
0.03314639169362399,0.012195121949732303
0.24954687940790884,0.012195121949732303
0.12306426650164552,0.012195121949732303
0.10559549955124327,0.012195121949732303
0.09378823693699725,0.012195121949732303
0.031584740203706795,0.012195121949732303
0.08849691938251245,0.012195121949732303
0.03477145274026925,0.012195121949732303
0.08743223616089071,0.012195121949732303
0.03396967269293989,0.012195121949732303
0.08435246275903335,0.012195121949732303
0.05347209797330075,0.012820512818869166
0.093638270761861,0.012345679010821523
0.06541027143542029,0.012195121949732303
0.07454702586958976,0.012195121949732303
0.06444801947270247,0.012345679010821523
0.08647619778024616,0.013698630135109777
0.07019218653863701,0.01639344262026337
0.06400137664663282,0.019230769227071006
0.12410194210266302,0.0
0.09171965384786439,0.012195121949732303
0.10679416574228555,0.012195121949732303
0.09171980007414353,0.012658227846498959
0.10679449204140208,0.0124999999984375
0.09172021829391379,0.01428571428367347
0.10679518650614174,0.0
