Weights
[-0.0352873  1.0352873]
[0.11412424 0.88587576]
[-2.31855886  3.31855886]
[0.97739925 0.02260075]
[-2.62233255  3.62233255]
[0.65357187 0.34642813]
[0.53944192 0.46055808]
[ 1.02615586 -0.02615586]
