Weights
[-0.04375435  1.04375435]
[-17.48994236  18.48994236]
[0.99417869 0.00582131]
[-0.68514009  1.68514009]
[ 1.21394692 -0.21394692]
[-1.04142834  2.04142834]
[ 1.1004175 -0.1004175]
