Weights
[-0.06767124  1.06767124]
[-0.10002819  1.10002819]
[0.74847172 0.25152828]
[0.28711128 0.71288872]
[0.91860255 0.08139745]
[0.84104709 0.15895291]
[0.42917824 0.57082176]
[0.42003394 0.57996606]
