delta
1691.5222366509224
571.5617309995914
1959.799176568783
1518.8202379787563
87.86438321354763
1730.2874083497718
4737.463436514543
49.510502235069
837.9360859349799
115.88131473125395
2313.0121758719906
1235.4994537171115
17.834759667890467
123.24797969702922
872.6789898324714
4168.001095224354
139.04970538763519
397.9011020117905
153.76400228886632
1592.7180988944747
2955.1590291405446
629.0719169338336
172.71169140662096
92.20796468834305
670.8041671527317
479.29084445862827
476.782952568632
454.1769140834731
959.1738224248256
1014.9922035698255
532.0994865238099
234.6347406825298
20.471042199606018
1199.788354517259
834.2327927651713
428.56547536185826
1411.6179196249504
899.5957226011014
1060.87323316931
290.59950799357466
698.8132491754077
2761.567399891239
