Weights
[-0.06883351  1.06883351]
[0.02265737 0.97734263]
[ 1.02648327 -0.02648327]
[0.04312778 0.95687222]
[-0.01835091  1.01835091]
[0.61461939 0.38538061]
[ 1.02682706 -0.02682706]
