Weights
[-0.31321547  1.31321547]
[0.13796462 0.86203538]
[0.0256997 0.9743003]
[-1.25519283  2.25519283]
[-14.20681683  15.20681683]
[ 1.02302558 -0.02302558]
[0.01683353 0.98316647]
[0.1179586 0.8820414]
