E_ele,M_ele
0.10414358907103709,0.012195121949732303
0.10488288611510047,0.012195121949732303
0.09260135819637862,0.012195121949732303
0.176573466988777,0.012195121949732303
0.09260168973488661,0.012195121949732303
0.17655549579838406,0.012195121949732303
0.09260159637247499,0.012195121949732303
0.17655610977376632,0.012195121949732303
0.009725296607891107,0.0124999999984375
0.05923258471413279,0.012195121949732303
0.00831071403721731,0.012345679010821523
0.019533672530122347,0.012345679010821523
0.0077161591075905435,0.012195121949732303
0.019752148425478545,0.013698630135109777
0.007675633409888875,0.0124999999984375
0.01995878601501686,0.012345679010821523
0.05695791049434095,0.012820512818869166
0.13732254256434068,0.012195121949732303
0.1185751830554453,0.012195121949732303
0.11447107622442461,0.012195121949732303
0.1041442584215366,0.012195121949732303
0.010525077956343097,0.012195121949732303
0.0032842769233776205,0.0124999999984375
0.0030419165287632246,0.0124999999984375
0.06061401438116095,0.012345679010821523
0.036830797121148194,0.01428571428367347
0.1767155401152627,0.012345679010821523
0.0118942096536672,0.012195121949732303
0.011894207112993032,0.012345679010821523
0.17671581637223646,0.012195121949732303
0.011893684289413758,0.019999999996
0.17671772706031888,0.012345679010821523
0.012625367361863865,0.013333333331555557
0.1688562016722672,0.013157894735110804
0.012625365971218373,0.013157894735110804
0.010362752383479742,0.012820512818869166
0.1688562272407833,0.0124999999984375
0.010362584816884807,0.025641025634451017
0.003855915532891141,0.01666666666388889
0.010324735374619318,0.01666666666388889
0.012625362187396485,0.01612903225546306
0.010362732800013322,0.016949152539500145
0.01758726752249385,0.012820512818869166
0.010324773280817816,0.012345679010821523
0.01262539355650662,0.0124999999984375
0.010362864643790937,0.0124999999984375
0.16885576278997366,0.012195121949732303
0.010362865000102408,0.012345679010821523
0.16885578216541,0.012195121949732303
0.010362865544951945,0.013698630135109777
0.16885582324773812,0.012658227846498959
0.010362867581770185,0.012345679010821523
0.16885594808319218,0.012820512818869166
0.010362869929815522,0.013333333331555557
0.16885605525388755,0.012987012985326363
0.16885620267306148,0.012658227846498959
0.010362876584465441,0.012820512818869166
0.16885631177625512,0.012345679010821523
0.010362878754484594,0.012195121949732303
0.16885644815506554,0.012195121949732303
0.010362881922105523,0.014492753621088008
0.1688566857733802,0.014492753621088008
0.010362887977097026,0.01785714285395408
0.16885710015658742,0.014084507040269789
0.017587461817138682,0.019607843133410227
0.010362901480720733,0.05555555552469135
0.01625819680721133,0.07142857137755101
0.003705091024530012,0.4999999975
0.01543496908188329,0.0
0.014919821012818956,0.0124999999984375
0.004684818436902935,0.012658227846498959
0.13849939292386781,0.012195121949732303
0.01491980335991953,0.012195121949732303
0.13849918015832607,0.0124999999984375
0.014919803824822364,0.0124999999984375
0.13849917494170585,0.014084507040269789
0.08410317815516834,0.012987012985326363
0.13849916656656155,0.013513513511687364
0.08410317492726513,0.012658227846498959
0.08410319989743727,0.013333333331555557
