Weights
[-0.07006296  1.07006296]
[-0.03988068  1.03988068]
[ 1.60170537 -0.60170537]
[-0.0878843  1.0878843]
[0.73158219 0.26841781]
[-0.01866702  1.01866702]
[-0.04337447  1.04337447]
[-0.04196294  1.04196294]
[ 1.15944303 -0.15944303]
[-0.06704593  1.06704593]
[-0.04403128  1.04403128]
[-0.0237952  1.0237952]
[-0.03207918  1.03207918]
[ 1.00612206 -0.00612206]
[ 2.49604 -1.49604]
