Weights
[-0.02573722  1.02573722]
[ 1.99682409 -0.99682409]
[-0.0052416  1.0052416]
[ 1.11641437 -0.11641437]
[ 13.40186228 -12.40186228]
[-0.20038819  1.20038819]
[-0.03935477  1.03935477]
[-0.73975811  1.73975811]
[-1.15100409  2.15100409]
