Weights
[-0.07852491  1.07852491]
[-0.03374945  1.03374945]
[-0.03271452  1.03271452]
[-0.73019723  1.73019723]
[0.88668018 0.11331982]
[-0.28776266  1.28776266]
[0.120139 0.879861]
[-0.15342276  1.15342276]
[-0.04346666  1.04346666]
[-3.84511313  4.84511313]
[0.68828634 0.31171366]
[ 1.06439262 -0.06439262]
