Weights
[-0.06965601  1.06965601]
[0.18537735 0.81462265]
[0.01215932 0.98784068]
[ 1.34895609 -0.34895609]
[0.02451267 0.97548733]
[-0.81743143  1.81743143]
[ 1.08236535 -0.08236535]
[0.99264027 0.00735973]
[0.42134471 0.57865529]
