Weights
[-0.05303798  1.05303798]
[ 46.40583408 -45.40583408]
[0.84369535 0.15630465]
[0.85848807 0.14151193]
[0.73803688 0.26196312]
[1. 0.]
[0.81499139 0.18500861]
[1. 0.]
