Weights
[-0.0684894  1.0684894]
[0.15049504 0.84950496]
[0.01765363 0.98234637]
[-0.05301469  1.05301469]
[-0.35893903  1.35893903]
[-0.43043638  1.43043638]
[-0.86345838  1.86345838]
[ 1.01403575 -0.01403575]
