time,nb dead,nb package
1000,0,200
2000,0,200
3000,0,200
4000,0,200
5000,0,200
6000,0,200
7000,0,200
8000,0,200
9000,0,200
10000,0,200
11000,0,200
12000,0,200
13000,0,200
14000,0,200
15000,0,200
16000,0,200
17000,0,200
18000,0,200
19000,0,200
20000,0,200
21000,0,200
22000,0,200
23000,0,200
24000,0,200
25000,0,200
26000,0,200
27000,0,200
28000,0,200
29000,0,200
30000,0,200
31000,0,200
32000,0,200
33000,0,200
34000,0,200
35000,0,200
36000,0,200
37000,0,200
38000,0,200
39000,0,200
40000,0,200
41000,0,200
42000,0,200
43000,0,200
44000,0,200
45000,0,200
46000,0,200
47000,0,200
48000,0,200
49000,0,200
50000,0,200
51000,0,200
52000,0,200
53000,0,200
54000,0,200
55000,0,200
56000,0,200
57000,0,200
58000,0,200
59000,0,200
60000,0,200
61000,0,200
62000,0,200
63000,0,200
64000,0,200
65000,0,200
66000,0,200
67000,0,200
68000,0,200
69000,0,200
70000,0,200
71000,0,200
72000,0,200
73000,0,200
74000,0,200
75000,0,200
76000,0,200
77000,0,200
78000,0,200
79000,0,200
80000,0,200
81000,0,200
82000,0,200
83000,0,200
84000,0,200
85000,0,200
86000,0,200
87000,0,200
88000,0,200
89000,0,200
90000,0,200
91000,0,200
92000,0,200
93000,0,200
94000,0,200
95000,0,200
96000,0,200
97000,0,200
98000,0,200
99000,0,200
100000,0,200
101000,0,200
102000,0,200
103000,0,200
104000,0,200
105000,0,200
106000,0,200
107000,0,200
108000,0,200
109000,0,200
110000,0,200
111000,0,200
112000,2,154
113000,2,154
114000,2,154
115000,2,154
116000,2,154
117000,2,154
118000,2,154
119000,2,154
120000,2,154
121000,3,77
122000,4,77
123000,4,77
124000,4,77
125000,4,77
126000,4,77
127000,5,77
128000,5,77
129000,5,77
130000,5,77
131000,5,77
132000,5,77
133000,5,77
134000,6,77
135000,6,77
136000,6,77
137000,6,77
138000,6,77
139000,6,77
140000,6,77
141000,6,77
142000,6,77
143000,7,77
144000,7,77
145000,7,77
146000,7,77
147000,7,77
148000,7,77
149000,7,77
150000,7,77
151000,7,77
152000,7,77
153000,7,77
154000,7,77
155000,7,77
156000,7,77
157000,7,77
158000,7,77
159000,7,77
160000,7,77
161000,7,77
162000,7,77
163000,7,77
164000,7,77
165000,7,77
166000,7,77
167000,7,77
168000,7,77
169000,7,77
170000,7,77
171000,7,77
172000,7,77
173000,7,77
174000,7,77
175000,7,77
176000,7,77
177000,8,69
178000,8,69
179000,8,69
180000,9,69
181000,9,69
182000,10,69
183000,10,69
184000,10,69
185000,10,69
186000,11,69
187000,11,69
188000,11,69
189000,11,69
190000,11,69
191000,11,69
192000,11,69
193000,11,69
194000,11,69
195000,11,69
196000,11,69
197000,11,69
198000,11,69
199000,11,69
200000,11,69
