Weights
[-0.05507622  1.05507622]
[0.38268511 0.61731489]
[-0.01267103  1.01267103]
[ 1.22721529 -0.22721529]
[-0.04907692  1.04907692]
[0.56647824 0.43352176]
[0.42189205 0.57810795]
