Weights
[-0.06965601  1.06965601]
[0.07926065 0.92073935]
[0.10017515 0.89982485]
[0.8924963 0.1075037]
[-0.05469032  1.05469032]
[0.6387183 0.3612817]
[ 1.29637668 -0.29637668]
[-0.20009278  1.20009278]
[0.65938822 0.34061178]
[0.17744123 0.82255877]
[0.01112355 0.98887645]
[0.32939893 0.67060107]
[0.73708622 0.26291378]
[-0.20548337  1.20548337]
[0.99565806 0.00434194]
